"TALHAO";"PARCELA";"COD_ARVORE";"CAP";"HT";"CATEGORIA";"HD"
3664;115;502;43,7;0;"Normal";21,85
3664;115;503;49,6;0;"Normal";21,85
3664;115;304;52,8;0;"Bifurcadaacima1.30";21,85
3664;115;301;52,8;21;"Normal";21,85
3664;115;302;55,7;21,9;"Dominante";21,85
3664;115;303;52,5;21,5;"Normal";21,85
3664;115;401;48,9;0;"Normal";21,85
3664;116;101;56,5;21,6;"Dominante";21,8
3664;116;204;16,8;0;"Dominada";21,8
3664;116;301;60,4;22;"Dominante";21,8
3664;116;302;45,6;0;"Bifurcadaabaixo1.30";21,8
3664;116;302;16,8;0;"Outros Fustes";21,8
3664;116;303;48,2;0;"Bifurcadaacima1.30";21,8
3664;116;304;51,9;20,5;"Normal";21,8
3664;116;305;55;21,1;"Normal";21,8
3664;116;401;49,7;20,1;"Normal";21,8
3664;116;402;53,2;0;"Normal";21,8
3664;116;403;58,4;0;"Bifurcadaacima1.30";21,8
3664;116;404;51;0;"Normal";21,8
3664;116;501;51,8;0;"Normal";21,8
3664;116;502;51,3;0;"Bifurcadaacima1.30";21,8
3664;116;503;51;0;"Bifurcadaacima1.30";21,8
3664;116;102;54,8;20,9;"Normal";21,8
3664;116;103;55,4;21,5;"Normal";21,8
3664;116;201;54;21,3;"Normal";21,8
3664;116;202;52,3;0;"Bifurcadaacima1.30";21,8
3664;116;203;59,4;0;"Bifurcadaacima1.30";21,8
3664;117;102;53,2;20,9;"Dominante";20,9
3664;117;103;50,7;20,9;"Normal";20,9
3664;117;201;51,6;20,6;"Normal";20,9
3664;117;101;50,4;0;"Bifurcadaacima1.30";20,9
3664;117;202;18,7;0;"Outros Fustes";20,9
3664;117;203;50,3;20;"Normal";20,9
3664;117;204;50,9;19,6;"Normal";20,9
3664;117;202;51,8;0;"Bifurcadaabaixo1.30";20,9
3664;117;305;25;0;"Outros Fustes";20,9
3664;117;401;49;0;"Muita Tortuosidade";20,9
3664;117;402;51,6;0;"Bifurcadaacima1.30";20,9
3664;117;403;51,3;0;"Bifurcadaacima1.30";20,9
3664;117;404;45,8;0;"Bifurcadaabaixo1.30";20,9
3664;117;404;33,8;0;"Outros Fustes";20,9
3664;117;501;50,8;20,7;"Normal";20,9
3664;117;502;41,8;0;"Bifurcadaabaixo1.30";20,9
3664;117;301;42,2;18,7;"Normal";20,9
3664;117;302;57,3;0;"Bifurcadaacima1.30";20,9
3664;117;303;53;20,1;"Normal";20,9
3664;117;304;52,4;0;"Bifurcadaacima1.30";20,9
3664;117;305;48,5;0;"Bifurcadaabaixo1.30";20,9
3664;117;502;21,5;0;"Outros Fustes";20,9
3664;117;503;52,7;0;"Normal";20,9
3664;118;203;44,4;0;"Bifurcadaabaixo1.30";21
3664;118;205;52,4;0;"Bifurcadaacima1.30";21
3664;118;301;49,6;20,8;"Normal";21
3664;118;203;37,3;0;"Outros Fustes";21
3664;118;204;50,5;20,6;"Normal";21
3664;118;304;49,8;20,2;"Normal";21
3664;118;305;40,5;17,8;"Normal";21
3664;118;302;52,4;0;"Bifurcadaacima1.30";21
3664;118;303;50,8;20,1;"Normal";21
3664;118;403;54;0;"Bifurcadaacima1.30";21
3664;118;404;49,3;0;"Normal";21
3664;118;405;54,1;20,7;"Dominante";21
3664;118;501;50,4;0;"Bifurcadaacima1.30";21
3664;118;502;49;0;"Bifurcadaacima1.30";21
3664;118;503;50;0;"Bifurcadaabaixo1.30";21
3664;118;503;26,3;0;"Outros Fustes";21
3664;118;401;52,5;0;"Bifurcadaacima1.30";21
3664;118;402;52,5;0;"Normal";21
3664;118;101;56,5;21,3;"Dominante";21
3664;118;102;52;22;"Normal";21
3664;118;103;53,8;0;"Bifurcadaacima1.30";21
3664;118;201;52,8;20,5;"Normal";21
3664;118;202;49,3;0;"Bifurcadaacima1.30";21
3664;119;202;35,5;0;"Dominada";21,45
3664;119;101;49,8;21,1;"Normal";21,45
3664;119;102;57,4;22,3;"Dominante";21,45
3664;119;201;50,5;0;"Bifurcadaacima1.30";21,45
3664;119;305;0;0;"Falha";21,45
3664;119;306;46,9;0;"Bifurcadaabaixo1.30";21,45
3664;119;306;17;0;"Outros Fustes";21,45
3664;119;401;58,2;0;"Bifurcadaacima1.30";21,45
3664;119;402;54,8;0;"Bifurcadaacima1.30";21,45
3664;119;403;51,2;19,9;"Normal";21,45
3664;119;203;54,3;0;"Bifurcadaacima1.30";21,45
3664;119;204;55,9;0;"Bifurcadaacima1.30";21,45
3664;119;205;61,2;0;"Bifurcadaacima1.30";21,45
3664;119;301;0;0;"Falha";21,45
3664;119;302;50,5;0;"Bifurcadaacima1.30";21,45
3664;119;303;51,6;21,7;"Normal";21,45
3664;119;304;54;20,9;"Normal";21,45
3664;119;503;47,8;0;"Normal";21,45
3664;119;404;20,5;0;"Outros Fustes";21,45
3664;119;405;54,5;20,6;"Dominante";21,45
3664;119;501;53;20,3;"Normal";21,45
3664;119;404;48,3;0;"Bifurcadaabaixo1.30";21,45
3664;119;502;51,8;20,6;"Normal";21,45
3664;120;102;0;0;"Falha";21,2
3664;120;103;51,3;0;"Bifurcadaabaixo1.30";21,2
3664;120;103;29;0;"Outros Fustes";21,2
3664;120;202;50;0;"Bifurcadaabaixo1.30";21,2
3664;120;202;26,8;0;"Outros Fustes";21,2
3664;120;203;57,1;20,9;"Normal";21,2
3664;120;201;49;20,3;"Normal";21,2
3664;120;101;50,8;21;"Normal";21,2
3664;120;306;52,5;0;"Bifurcadaacima1.30";21,2
3664;120;401;43,9;0;"Bifurcadaabaixo1.30";21,2
3664;120;401;31,8;0;"Outros Fustes";21,2
3664;120;402;51,5;0;"Normal";21,2
3664;120;403;56,3;21,1;"Dominante";21,2
3664;120;404;48,4;0;"Bifurcadaabaixo1.30";21,2
3664;120;404;19,3;0;"Outros Fustes";21,2
3664;120;204;56,4;21,3;"Dominante";21,2
3664;120;301;51,3;19,5;"Normal";21,2
3664;120;302;51,3;20,1;"Normal";21,2
3664;120;303;48,7;20,7;"Normal";21,2
3664;120;304;47;20,1;"Normal";21,2
3664;120;305;46,3;0;"Bifurcadaacima1.30";21,2
3664;120;502;57,1;0;"Bifurcadaacima1.30";21,2
3664;120;503;51,3;0;"Bifurcadaacima1.30";21,2
3664;120;501;0;0;"Falha";21,2
3664;121;202;51;0;"Bifurcadaacima1.30";19,85
3664;121;104;51,3;0;"Bifurcadaacima1.30";19,85
3664;121;201;0;0;"Falha";19,85
3664;121;301;45;0;"Bifurcadaacima1.30";19,85
3664;121;203;45,2;20,5;"Normal";19,85
3664;121;204;41;18,5;"Normal";19,85
3664;121;205;51;0;"Bifurcadaacima1.30";19,85
3664;121;101;50,4;20,9;"Normal";19,85
3664;121;102;49,3;20,5;"Normal";19,85
3664;121;103;49,5;20;"Normal";19,85
3664;121;401;50;0;"Normal";19,85
3664;121;402;52,6;0;"Bifurcadaacima1.30";19,85
3664;121;403;0;0;"Falha";19,85
3664;121;404;50,9;0;"Normal";19,85
3664;121;405;0;0;"Falha";19,85
3664;121;501;53,7;0;"Normal";19,85
3664;121;502;56,3;0;"Bifurcadaacima1.30";19,85
3664;121;503;55,9;19,3;"Dominante";19,85
3664;121;302;55,5;20,4;"Dominante";19,85
3664;121;303;55,5;20,8;"Normal";19,85
3664;121;304;48,6;0;"Bifurcadaabaixo1.30";19,85
3664;121;304;29,8;0;"Outros Fustes";19,85
3664;121;305;51,8;20,9;"Normal";19,85
3664;121;306;53,6;0;"Normal";19,85
3664;122;203;17,2;0;"Outros Fustes";20,95
3664;122;204;47,1;0;"Bifurcadaacima1.30";20,95
3664;122;301;52,8;21;"Dominante";20,95
3664;122;302;42,2;0;"Bifurcadaabaixo1.30";20,95
3664;122;302;25,4;0;"Outros Fustes";20,95
3664;122;303;52,3;0;"Bifurcadaacima1.30";20,95
3664;122;304;52,4;20,9;"Normal";20,95
3664;122;101;43,8;20,1;"Normal";20,95
3664;122;102;49,6;20;"Normal";20,95
3664;122;103;45,3;20,2;"Normal";20,95
3664;122;201;52,6;20,9;"Dominante";20,95
3664;122;202;0;0;"Falha";20,95
3664;122;203;51,4;0;"Bifurcadaabaixo1.30";20,95
3664;122;404;52,3;0;"Normal";20,95
3664;122;501;52,5;0;"Normal";20,95
3664;122;502;49,8;0;"Normal";20,95
3664;122;305;48;18,8;"Normal";20,95
3664;122;306;50,1;20,9;"Normal";20,95
3664;122;401;46,3;0;"Normal";20,95
3664;122;402;52;0;"Normal";20,95
3664;122;403;44;0;"Bifurcadaabaixo1.30";20,95
3664;122;403;25,8;0;"Outros Fustes";20,95
3664;123;103;51,5;0;"Bifurcadaacima1.30";19,75
3664;123;104;49,9;20,2;"Normal";19,75
3664;123;101;48,5;20,6;"Normal";19,75
3664;123;102;51,2;20,9;"Normal";19,75
3664;123;302;45,8;0;"Bifurcadaabaixo1.30";19,75
3664;123;302;29;0;"Outros Fustes";19,75
3664;123;303;51,5;0;"Bifurcadaacima1.30";19,75
3664;123;304;53,3;0;"Normal";19,75
3664;123;305;48,8;0;"Normal";19,75
3664;123;401;56,4;0;"Bifurcadaabaixo1.30";19,75
3664;123;401;23,3;0;"Outros Fustes";19,75
3664;123;402;50,6;19,8;"Dominante";19,75
3664;123;403;58,3;0;"Bifurcadaacima1.30";19,75
3664;123;404;0;0;"Falha";19,75
3664;123;405;58,3;19,7;"Dominante";19,75
3664;123;501;56;0;"Bifurcadaacima1.30";19,75
3664;123;502;38;0;"Normal";19,75
3664;123;301;51;0;"Bifurcadaabaixo1.30";19,75
3664;123;301;31,8;0;"Outros Fustes";19,75
3664;123;203;45;19,8;"Normal";19,75
3664;123;204;50,1;20,7;"Normal";19,75
3664;123;201;51,3;20,3;"Normal";19,75
3664;123;202;48,8;20,4;"Normal";19,75
3664;123;205;50,3;21;"Normal";19,75
3664;124;103;48,1;19,4;"Normal";20,85
3664;124;201;53,5;20,8;"Normal";20,85
3664;124;203;53;0;"Bifurcadaacima1.30";20,85
3664;124;204;52,3;0;"Bifurcadaacima1.30";20,85
3664;124;205;0;0;"Falha";20,85
3664;124;202;49,3;21,3;"Normal";20,85
3664;124;101;54;20,2;"Normal";20,85
3664;124;102;53,2;19,7;"Normal";20,85
3664;124;402;27,2;0;"Outros Fustes";20,85
3664;124;403;52,4;0;"Normal";20,85
3664;124;404;51;0;"Normal";20,85
3664;124;501;49,2;0;"Normal";20,85
3664;124;502;48,3;0;"Normal";20,85
3664;124;503;52;0;"Normal";20,85
3664;124;301;55,3;21,2;"Dominante";20,85
3664;124;302;54,7;20,5;"Dominante";20,85
3664;124;303;49,9;21,2;"Normal";20,85
3664;124;304;54,3;0;"Bifurcadaacima1.30";20,85
3664;124;305;54;0;"Normal";20,85
3664;124;401;47;0;"Normal";20,85
3664;124;402;47,8;0;"Bifurcadaabaixo1.30";20,85
3665;201;101;50,9;22,8;"Normal";20,55
3665;201;102;51,2;22;"Normal";20,55
3665;201;103;53,7;21,1;"Dominante";20,55
3665;201;301;46;21,9;"Normal";20,55
3665;201;302;46,4;21,8;"Normal";20,55
3665;201;303;46,8;0;"Normal";20,55
3665;201;304;45,5;0;"Normal";20,55
3665;201;305;47,7;0;"Normal";20,55
3665;201;306;15,4;0;"Normal";20,55
3665;201;401;48,7;0;"Normal";20,55
3665;201;201;54,2;20;"Dominante";20,55
3665;201;202;51;21,7;"Normal";20,55
3665;201;203;47,2;21,2;"Normal";20,55
3665;201;204;43,2;20,5;"Normal";20,55
3665;201;205;35,1;0;"Bifurcadaabaixo1.30";20,55
3665;201;205;16,6;0;"Outros Fustes";20,55
3665;201;502;25,9;0;"Outros Fustes";20,55
3665;201;503;47;0;"Normal";20,55
3665;201;504;48,8;0;"Normal";20,55
3665;201;402;46,7;0;"Normal";20,55
3665;201;403;47,3;0;"Normal";20,55
3665;201;404;49,9;0;"Normal";20,55
3665;201;405;48,3;0;"Normal";20,55
3665;201;501;45,9;0;"Normal";20,55
3665;201;502;40;0;"Bifurcadaabaixo1.30";20,55
3665;202;404;0;0;"Falha";22,15
3665;202;405;66,7;21,6;"Dominante";22,15
3665;202;402;0;0;"Falha";22,15
3665;202;403;68,8;22,7;"Dominante";22,15
3665;202;304;56,4;0;"Normal";22,15
3665;202;305;51,7;0;"Normal";22,15
3665;202;401;66,5;0;"Bifurcadaacima1.30";22,15
3665;202;101;49,8;21,4;"Normal";22,15
3665;202;102;46,2;0;"Bifurcadaacima1.30";22,15
3665;202;103;47,4;20,2;"Normal";22,15
3665;202;201;55,7;21,8;"Normal";22,15
3665;202;202;51;21,7;"Normal";22,15
3665;202;203;51,9;0;"Bifurcadaacima1.30";22,15
3665;202;204;49;21,6;"Normal";22,15
3665;202;205;49,9;21,5;"Normal";22,15
3665;202;301;56,5;22,4;"Normal";22,15
3665;202;302;54,3;0;"Bifurcadaacima1.30";22,15
3665;202;303;48,8;22,9;"Normal";22,15
3665;202;502;0;0;"Falha";22,15
3665;202;503;0;0;"Falha";22,15
3665;202;501;0;0;"Falha";22,15
3665;203;203;51,2;20,5;"Normal";21,5
3665;203;201;48,8;20,9;"Normal";21,5
3665;203;202;49,5;20,4;"Normal";21,5
3665;203;302;0;0;"Falha";21,5
3665;203;204;61,5;21,7;"Dominante";21,5
3665;203;205;0;0;"Falha";21,5
3665;203;301;0;0;"Falha";21,5
3665;203;101;0;0;"Falha";21,5
3665;203;102;60,4;21,3;"Dominante";21,5
3665;203;103;0;0;"Falha";21,5
3665;203;403;51,9;0;"Normal";21,5
3665;203;404;44;0;"Normal";21,5
3665;203;405;53;0;"Bifurcadaacima1.30";21,5
3665;203;406;59,7;0;"Bifurcadaacima1.30";21,5
3665;203;501;44,8;0;"Normal";21,5
3665;203;502;52,4;0;"Normal";21,5
3665;203;503;50,2;0;"Normal";21,5
3665;203;303;52,5;0;"Bifurcadaacima1.30";21,5
3665;203;304;52,8;0;"Bifurcadaacima1.30";21,5
3665;203;305;48,4;20,9;"Normal";21,5
3665;203;306;50,8;21;"Normal";21,5
3665;203;401;46,1;21;"Normal";21,5
3665;203;402;46,5;20,9;"Normal";21,5
3665;204;302;49;0;"Normal";21,85
3665;204;303;53,3;22,4;"Dominante";21,85
3665;204;304;40,5;0;"Normal";21,85
3665;204;305;48,7;0;"Normal";21,85
3665;204;306;46,5;0;"Normal";21,85
3665;204;401;51,4;0;"Bifurcadaacima1.30";21,85
3665;204;402;42,8;0;"Normal";21,85
3665;204;101;47,8;21,2;"Normal";21,85
3665;204;102;50,7;21,5;"Normal";21,85
3665;204;103;53,2;21,3;"Dominante";21,85
3665;204;201;47,1;20,5;"Normal";21,85
3665;204;202;48;21,5;"Normal";21,85
3665;204;203;48,5;21,5;"Normal";21,85
3665;204;204;48,4;21,6;"Normal";21,85
3665;204;205;47,7;21,3;"Normal";21,85
3665;204;301;36,5;0;"Normal";21,85
3665;204;405;28,8;0;"Outros Fustes";21,85
3665;204;403;44,5;0;"Bifurcadaacima1.30";21,85
3665;204;404;51,2;0;"Normal";21,85
3665;204;405;45,2;0;"Bifurcadaabaixo1.30";21,85
3665;204;501;51,5;0;"Normal";21,85
3665;204;502;51,7;0;"Normal";21,85
3665;204;503;50,5;0;"Normal";21,85
3665;205;102;47,4;22,3;"Normal";21,6
3665;205;202;47,2;20,7;"Normal";21,6
3665;205;103;48,2;21,7;"Normal";21,6
3665;205;104;48,4;21,5;"Normal";21,6
3665;205;201;44,6;20,3;"Normal";21,6
3665;205;101;39;20,3;"Normal";21,6
3665;205;305;46,3;0;"Bifurcadaacima1.30";21,6
3665;205;306;50,2;0;"Normal";21,6
3665;205;401;44,3;0;"Normal";21,6
3665;205;402;46,6;0;"Normal";21,6
3665;205;403;44;0;"Normal";21,6
3665;205;203;48,3;21,5;"Normal";21,6
3665;205;204;47,1;20,8;"Normal";21,6
3665;205;205;48;0;"Normal";21,6
3665;205;206;51,8;21,6;"Dominante";21,6
3665;205;301;50,6;0;"Normal";21,6
3665;205;302;39,6;0;"Normal";21,6
3665;205;303;46,4;0;"Bifurcadaacima1.30";21,6
3665;205;304;50,3;0;"Normal";21,6
3665;205;406;44,8;0;"Normal";21,6
3665;205;404;39,1;0;"Bifurcadaabaixo1.30";21,6
3665;205;404;19,6;0;"Outros Fustes";21,6
3665;205;405;50,9;0;"Normal";21,6
3665;205;501;53,5;21,6;"Dominante";21,6
3665;205;502;47,7;0;"Normal";21,6
3665;205;503;49,5;0;"Normal";21,6
3665;206;103;50,6;21;"Normal";21,55
3665;206;203;18,9;0;"Outros Fustes";21,55
3665;206;201;52;0;"Bifurcadaacima1.30";21,55
3665;206;202;57,9;21,1;"Dominante";21,55
3665;206;203;49,6;0;"Bifurcadaabaixo1.30";21,55
3665;206;101;50;0;"Bifurcadaacima1.30";21,55
3665;206;102;46,5;20,9;"Normal";21,55
3665;206;305;0;0;"Falha";21,55
3665;206;306;0;0;"Falha";21,55
3665;206;401;53;0;"Bifurcadaacima1.30";21,55
3665;206;402;50,6;0;"Bifurcadaacima1.30";21,55
3665;206;403;51,4;21,5;"Normal";21,55
3665;206;404;36,5;0;"Bifurcadaabaixo1.30";21,55
3665;206;204;44,5;20,1;"Normal";21,55
3665;206;205;46,7;0;"Bifurcadaacima1.30";21,55
3665;206;206;42,8;20,6;"Normal";21,55
3665;206;301;45,5;21,1;"Normal";21,55
3665;206;302;52,7;21;"Normal";21,55
3665;206;303;48,6;19,3;"Normal";21,55
3665;206;304;27,8;0;"Dominada";21,55
3665;206;406;48,2;0;"Bifurcadaacima1.30";21,55
3665;206;501;49,4;0;"Normal";21,55
3665;206;404;18,2;0;"Outros Fustes";21,55
3665;206;405;44,8;0;"Normal";21,55
3665;206;502;55,5;22;"Dominante";21,55
3665;206;503;49,4;0;"Bifurcadaacima1.30";21,55
3665;207;402;41;0;"Normal";23,5
3665;207;403;41,4;0;"Normal";23,5
3665;207;405;50,8;0;"Normal";23,5
3665;207;501;56,8;23,9;"Dominante";23,5
3665;207;404;39,3;0;"Bifurcadaabaixo1.30";23,5
3665;207;404;34,3;0;"Outros Fustes";23,5
3665;207;101;53;23,3;"Normal";23,5
3665;207;102;51;22;"Normal";23,5
3665;207;103;40;0;"Bifurcadaacima1.30";23,5
3665;207;201;50,5;21,6;"Normal";23,5
3665;207;202;51;21,5;"Normal";23,5
3665;207;203;52,2;22,4;"Normal";23,5
3665;207;204;48,3;21,6;"Normal";23,5
3665;207;205;48,3;0;"Bifurcadaacima1.30";23,5
3665;207;301;54;22,5;"Normal";23,5
3665;207;302;51,6;22,4;"Normal";23,5
3665;207;303;52,8;0;"Normal";23,5
3665;207;304;51,2;0;"Bifurcadaacima1.30";23,5
3665;207;305;54,7;23,1;"Dominante";23,5
3665;207;306;51;0;"Normal";23,5
3665;207;401;46,8;0;"Bifurcadaacima1.30";23,5
3665;207;504;49,6;0;"Normal";23,5
3665;207;502;52,3;0;"Bifurcadaacima1.30";23,5
3665;207;503;47,4;0;"Bifurcadaacima1.30";23,5
3665;208;203;50,1;22;"Normal";21,35
3665;208;202;54,6;21,2;"Dominante";21,35
3665;208;302;50,8;0;"Bifurcadaacima1.30";21,35
3665;208;204;50;21,2;"Normal";21,35
3665;208;205;0;0;"Falha";21,35
3665;208;301;54,6;21,7;"Normal";21,35
3665;208;101;50,4;21,8;"Normal";21,35
3665;208;102;46,4;0;"Bifurcadaacima1.30";21,35
3665;208;103;53,4;21,7;"Normal";21,35
3665;208;201;47,8;20,8;"Normal";21,35
3665;208;404;55,2;21,5;"Dominante";21,35
3665;208;405;48,4;0;"Bifurcadaacima1.30";21,35
3665;208;501;51,7;0;"Normal";21,35
3665;208;502;47;0;"Normal";21,35
3665;208;503;38,8;0;"Normal";21,35
3665;208;306;51;0;"Normal";21,35
3665;208;303;52;0;"Bifurcadaacima1.30";21,35
3665;208;304;47,6;0;"Bifurcadaacima1.30";21,35
3665;208;305;50,4;21,7;"Normal";21,35
3665;208;401;46,6;0;"Normal";21,35
3665;208;402;52,6;0;"Normal";21,35
3665;208;403;50,5;0;"Normal";21,35
3665;209;404;46;0;"Normal";21,35
3665;209;304;49,4;0;"Normal";21,35
3665;209;305;50,2;0;"Bifurcadaacima1.30";21,35
3665;209;401;48,1;0;"Normal";21,35
3665;209;402;54,2;21,3;"Dominante";21,35
3665;209;403;50,8;0;"Normal";21,35
3665;209;101;46,7;20,6;"Normal";21,35
3665;209;102;48,4;22,5;"Normal";21,35
3665;209;103;43,4;0;"Bifurcadaacima1.30";21,35
3665;209;201;48,8;21,4;"Normal";21,35
3665;209;202;52,5;21,4;"Dominante";21,35
3665;209;203;49,9;21,3;"Normal";21,35
3665;209;204;49,7;20,8;"Normal";21,35
3665;209;301;47,5;0;"Bifurcadaacima1.30";21,35
3665;209;302;46;20,7;"Normal";21,35
3665;209;303;51,6;20,7;"Normal";21,35
3665;209;501;50,4;0;"Bifurcadaacima1.30";21,35
3665;209;502;42,8;0;"Bifurcadaabaixo1.30";21,35
3665;209;502;34,2;0;"Outros Fustes";21,35
3665;210;203;51,3;20,4;"Dominante";20,45
3665;210;301;20;0;"Outros Fustes";20,45
3665;210;204;45,5;19,8;"Normal";20,45
3665;210;205;43,7;19,6;"Normal";20,45
3665;210;301;28;0;"Bifurcadaabaixo1.30";20,45
3665;210;101;44,3;20,2;"Normal";20,45
3665;210;102;0;0;"Falha";20,45
3665;210;103;47,9;19,8;"Normal";20,45
3665;210;201;0;0;"Falha";20,45
3665;210;202;0;0;"Falha";20,45
3665;210;404;40,8;0;"Normal";20,45
3665;210;501;49,5;0;"Normal";20,45
3665;210;502;47,4;0;"Bifurcadaacima1.30";20,45
3665;210;503;46,5;0;"Normal";20,45
3665;210;305;51,3;20,5;"Dominante";20,45
3665;210;302;49,8;20,8;"Normal";20,45
3665;210;303;47,5;20,2;"Normal";20,45
3665;210;304;44,4;19,7;"Normal";20,45
3665;210;403;41,2;0;"Normal";20,45
3665;210;306;50,5;0;"Normal";20,45
3665;210;401;43,9;0;"Normal";20,45
3665;210;402;47,6;0;"Normal";20,45
3665;211;401;45,9;0;"Normal";21,15
3665;211;303;53,3;0;"Bifurcadaacima1.30";21,15
3665;211;304;52,8;20,9;"Normal";21,15
3665;211;305;52;20,5;"Normal";21,15
3665;211;306;57;21,2;"Dominante";21,15
3665;211;101;49,8;0;"Bifurcadaacima1.30";21,15
3665;211;102;36,2;0;"Bifurcadaabaixo1.30";21,15
3665;211;102;35,7;0;"Outros Fustes";21,15
3665;211;103;52;20,7;"Normal";21,15
3665;211;201;45;19,4;"Normal";21,15
3665;211;202;50;20,4;"Normal";21,15
3665;211;203;53,6;20,8;"Normal";21,15
3665;211;204;46;19,6;"Normal";21,15
3665;211;301;59,6;21,1;"Dominante";21,15
3665;211;302;0;0;"Falha";21,15
3665;211;503;50,9;0;"Normal";21,15
3665;211;404;28;0;"Outros Fustes";21,15
3665;211;402;36,5;0;"Bifurcadaacima1.30";21,15
3665;211;403;45;0;"Bifurcadaacima1.30";21,15
3665;211;404;34,8;0;"Bifurcadaabaixo1.30";21,15
3665;211;405;48,6;0;"Bifurcadaacima1.30";21,15
3665;211;501;0;0;"Falha";21,15
3665;211;502;51,6;0;"Normal";21,15
3665;212;101;48,8;21,3;"Normal";22,45
3665;212;202;49;0;"Bifurcadaacima1.30";22,45
3665;212;102;50,5;21,4;"Normal";22,45
3665;212;103;49;21,9;"Normal";22,45
3665;212;201;46,4;21,3;"Normal";22,45
3665;212;401;45,9;0;"Bifurcadaacima1.30";22,45
3665;212;402;54,5;0;"Normal";22,45
3665;212;403;0;0;"Falha";22,45
3665;212;404;56,3;22,5;"Dominante";22,45
3665;212;405;53,6;0;"Normal";22,45
3665;212;501;52,1;0;"Bifurcadaacima1.30";22,45
3665;212;203;45,6;21,2;"Normal";22,45
3665;212;204;54,9;22,4;"Dominante";22,45
3665;212;205;49,1;22;"Normal";22,45
3665;212;301;49,3;22,6;"Normal";22,45
3665;212;302;48,3;0;"Bifurcadaacima1.30";22,45
3665;212;303;49,9;0;"Normal";22,45
3665;212;304;48,3;0;"Normal";22,45
3665;212;502;50,7;0;"Normal";22,45
3665;212;503;48,8;0;"Bifurcadaacima1.30";22,45
3665;213;204;48,2;21,3;"Normal";21,6
3665;213;205;49,7;21,8;"Normal";21,6
3665;213;303;43,1;0;"Bifurcadaacima1.30";21,6
3665;213;304;44,6;0;"Bifurcadaacima1.30";21,6
3665;213;301;43,5;20,1;"Normal";21,6
3665;213;302;46,3;0;"Bifurcadaacima1.30";21,6
3665;213;101;49,2;21,2;"Normal";21,6
3665;213;102;43,4;20,5;"Normal";21,6
3665;213;103;46,3;20,9;"Normal";21,6
3665;213;201;47,8;21;"Normal";21,6
3665;213;202;49,8;0;"Bifurcadaacima1.30";21,6
3665;213;203;44,5;21;"Normal";21,6
3665;213;405;51,7;21,8;"Dominante";21,6
3665;213;501;49,4;0;"Bifurcadaacima1.30";21,6
3665;213;502;50,2;0;"Normal";21,6
3665;213;503;42,6;0;"Normal";21,6
3665;213;504;51,4;21,4;"Dominante";21,6
3665;213;402;48;0;"Normal";21,6
3665;213;305;49;0;"Normal";21,6
3665;213;306;45,5;0;"Normal";21,6
3665;213;401;45,6;0;"Normal";21,6
3665;213;403;42;0;"Bifurcadaabaixo1.30";21,6
3665;213;403;27,3;0;"Outros Fustes";21,6
3665;213;404;45;0;"Bifurcadaacima1.30";21,6
3665;214;101;49;21,5;"Normal";21,8
3665;214;503;55,6;21,8;"Dominante";21,8
3665;214;302;46,6;21,5;"Normal";21,8
3665;214;303;42,6;0;"Bifurcadaabaixo1.30";21,8
3665;214;303;43,4;0;"Outros Fustes";21,8
3665;214;304;49;21,5;"Normal";21,8
3665;214;305;47,6;0;"Normal";21,8
3665;214;102;50,5;21,4;"Normal";21,8
3665;214;103;44,5;20,8;"Normal";21,8
3665;214;201;50,4;22,2;"Normal";21,8
3665;214;202;46,4;21,6;"Normal";21,8
3665;214;203;41,1;0;"Bifurcadaacima1.30";21,8
3665;214;204;50,5;22;"Normal";21,8
3665;214;205;47;0;"Bifurcadaacima1.30";21,8
3665;214;301;45,6;0;"Bifurcadaacima1.30";21,8
3665;214;403;49,5;0;"Normal";21,8
3665;214;306;49,4;0;"Normal";21,8
3665;214;401;51,5;0;"Normal";21,8
3665;214;402;51,5;0;"Normal";21,8
3665;214;502;52,9;0;"Normal";21,8
3665;214;404;49;0;"Bifurcadaacima1.30";21,8
3665;214;405;53,2;0;"Normal";21,8
3665;214;501;55,4;21,8;"Dominante";21,8
3665;215;102;48,6;22,7;"Normal";23,75
3665;215;103;50,3;22,4;"Normal";23,75
3665;215;201;48;0;"Bifurcadaabaixo1.30";23,75
3665;215;201;19,7;0;"Outros Fustes";23,75
3665;215;202;52,7;22,5;"Normal";23,75
3665;215;101;41,6;0;"Bifurcadaacima1.30";23,75
3665;215;306;51,6;23,9;"Normal";23,75
3665;215;401;53,2;23,6;"Dominante";23,75
3665;215;402;54,3;23,9;"Dominante";23,75
3665;215;403;43;0;"Normal";23,75
3665;215;404;50,8;0;"Bifurcadaacima1.30";23,75
3665;215;203;50,5;22,8;"Normal";23,75
3665;215;204;51;23,1;"Normal";23,75
3665;215;205;48,5;0;"Bifurcadaacima1.30";23,75
3665;215;301;50,3;0;"Bifurcadaacima1.30";23,75
3665;215;302;52,6;23,9;"Normal";23,75
3665;215;303;48,9;23;"Normal";23,75
3665;215;304;50;0;"Bifurcadaacima1.30";23,75
3665;215;305;50,7;0;"Bifurcadaacima1.30";23,75
3665;215;503;49,3;0;"Normal";23,75
3665;215;405;51,7;0;"Bifurcadaacima1.30";23,75
3665;215;501;44,1;0;"Bifurcadaacima1.30";23,75
3665;215;502;51,8;0;"Bifurcadaacima1.30";23,75
3665;216;405;51,8;23,2;"Dominante";23,2
3665;216;501;40;0;"Normal";23,2
